数据ID,类别,评论内容,属性,情感标签
TRAIN_22520,家用电器,使用中 使用中外观马马虎虎吧有点粗糙用起来换可以噪音还可以使用寿命长一点就好了没事烤个蛋糕弄个爆米花什么的。,功能,1
TRAIN_22521,图书音像,很好 给朋友买的考研复习用的朋友很满意。,其他,1
TRAIN_22522,图书音像,钢笔字帖 还好吧字不够好看,外观,1
TRAIN_22523,图书音像,末日来临你会怎样 如果你是喜欢整篇整篇硬科幻的人那么你千万不要买这本书。这本书里讲的人的故事比科学的篇幅多得多。 这不是一个科学的故事这是一个关于末日的故事一个关于末日来临时人的逃避与面对的故事。 我喜欢里面的叙事方式过去与未来交叉进行开始会让人看得很累但越看越有意思。两边的悬念都很吸引人。 这是一本不错的小说但不完全是科幻小说。,其他,1
TRAIN_22524,图书音像,内容不错 内容不用说了印刷吗就上世纪90年代初的质量这也没啥好说的因为价格也是那时的。,内容,1
TRAIN_22525,图书音像,正版 很好 收到的书 很完整看了之后觉得是正版质量很好而且价格比书店便宜,质量,1
TRAIN_22525,图书音像,正版 很好 收到的书 很完整看了之后觉得是正版质量很好而且价格比书店便宜,价格,1
TRAIN_22525,图书音像,正版 很好 收到的书 很完整看了之后觉得是正版质量很好而且价格比书店便宜,正版,1
TRAIN_22526,图书音像,挺好的 性价比高 纸质好 价格便宜 适合收藏 且运速很快 赞一个,价格,1
TRAIN_22526,图书音像,挺好的 性价比高 纸质好 价格便宜 适合收藏 且运速很快 赞一个,纸张,1
TRAIN_22527,图书音像,一定要看 先生的書慢慢讀才更能體會到那顆為大衆蒼生大聲疾呼的嘶啞,其他,1
TRAIN_22528,手机/数码,还好了。 运行内存不大买之前就知道了。玩qq死过两次机。其他问题还没发现。机子时尚大方。与mt887屏幕色彩差距很大没有他那么鲜艳。对得起自己的花费。价钱在那放着不能要求太高呀。东西可以。,屏幕,0
TRAIN_22528,手机/数码,还好了。 运行内存不大买之前就知道了。玩qq死过两次机。其他问题还没发现。机子时尚大方。与mt887屏幕色彩差距很大没有他那么鲜艳。对得起自己的花费。价钱在那放着不能要求太高呀。东西可以。,内存,1
TRAIN_22529,图书音像,很好的书推荐。 看了样章感觉比前一版内容成熟多了增加了设计原则和设计思想的介绍。比起其他基本国内的模式书感觉更适合中高级开发人员使用尤其是最后的“自我检验”。,其他,1
TRAIN_22530,图书音像,很喜欢 这本真题真的很好有二十套题量绝对够,其他,1
TRAIN_22531,图书音像,非常棒的书 内容挺全面的哈哈丹哥好男人,其他,1
TRAIN_22532,电脑/办公,小巧可爱 因为样式才买 正品 速度也还好把,速度,1
TRAIN_22533,图书音像,蛋壳里出来的奶奶 国际大奖值得推荐。内容很好孩子喜欢。值得推荐。,内容,1
TRAIN_22534,美妆个护,曼秀雷敦 目前保湿效果检验中。,其他,1
TRAIN_22535,图书音像,真正的外星人入侵啊 相比之下那些智商很低的欧美大片外星人简直弱爆啦,其他,1
TRAIN_22536,美妆个护,是正品 今天凌晨下的单中午就到了查了一下是正品,其他,1
TRAIN_22537,图书音像,感谢. 感谢她让我伤心的心不再难过不再只盲目的追求悲伤让我懂得怎样爱自己.。谢谢 。。,其他,1
TRAIN_22538,图书音像,都好 书好改成的剧本好拍的电视也好。很难得。,其他,1
TRAIN_22539,图书音像,装帧一般 很朴实的装帧 纸质一般 重点是看里边的内容,纸张,0
TRAIN_22539,图书音像,装帧一般 很朴实的装帧 纸质一般 重点是看里边的内容,封面,0
TRAIN_22540,图书音像,内容不错 封面白色的容易脏,内容,1
TRAIN_22540,图书音像,内容不错 封面白色的容易脏,封面,0
TRAIN_22541,图书音像,不错 书的内容比包装要好啊,内容,1
TRAIN_22542,图书音像,很好啊。 但是怎么没有5、6了,其他,1
TRAIN_22543,图书音像,很好 这本书透着亦舒的感情她对婚姻显然是向往的 但是也提醒女人不能不独立的,其他,1
TRAIN_22544,图书音像,很好 看了这本书让我对转基因有了更近一步的了解。书很好值得推荐,其他,1
TRAIN_22545,图书音像,深入浅出自然流畅的好教材 原来担心没有耐心读完毕竟是历史历史不都是枯燥乏味的吗可是作者真了不起他把1500-1900年的美国历史像讲故事一样娓娓道来仿佛站在高空的智人俯视芸芸众生对他们的奔走追求与私欲他是抱着同情欣赏并带一点调谑的。我爱不释手的读完这套书还意犹未尽。如果有谁知道风格类似的历史书是写过去这100年的请告诉我当然译文水平是一般般了反正我看的是原文没关系。,其他,1
TRAIN_22546,家居生活,真空袋 不错还是大的比较好用装衣服和被子都很好。,其他,1
TRAIN_22547,图书音像,没有等待只有奋斗 等待着最后只是失望不要学着等待只有自己去争取世界上所有的一碗水都不可能端平唯有自己为自己奋斗.,其他,1
TRAIN_22548,图书音像,我很喜欢 这本书颜色很特别是我喜欢的绿色封面很有品味给人的感觉很有文化底蕴。里边的内容也是通俗易懂我按照里面说的八段锦养生操做了几天感觉很是有效果的要想获得一百岁就要从现在做起了,其他,1
TRAIN_22549,图书音像,好 图片清晰内容不错很好。,内容,1
TRAIN_22549,图书音像,好 图片清晰内容不错很好。,插图,1
TRAIN_22550,家具/家装/建材,第一次买布柜也不知道行情只感觉有点薄不知里头承重能到多少架子拼起来倒还蛮方便的都没看图纸还有下面确实不是密封的不过好在家里没看到过小强这点倒不用担心了。。。,其他,1
TRAIN_22551,图书音像,养生之道很重要 书质量好全彩页内容很适用。,质量,1
TRAIN_22551,图书音像,养生之道很重要 书质量好全彩页内容很适用。,内容,1
TRAIN_22552,图书音像,好书 这本书便于归类复习很不错,其他,1
TRAIN_22553,家用电器,太气愤 刚买下就是坏了当地厂家不给维修反而指责网上的东西是次品打投诉电话还没解决太气愤,其他,0
TRAIN_22554,图书音像,孩子超喜欢 说实话 在这之前 孩子不是很喜欢读书 但是没想到这次倒是捧着这本书 不放下了 得空就看 看着儿子用心读书的样子 当妈妈的我很是欣慰。。。 我买了4本 他最喜欢这本了,包装,1
TRAIN_22555,图书音像,华夏出版社的聊斋志异 质量很好比齐鲁书社的、中华书局的同类书性价比要高很多 价格低廉、纸张也可以真是好书 祝华夏越来越好,质量,1
TRAIN_22555,图书音像,华夏出版社的聊斋志异 质量很好比齐鲁书社的、中华书局的同类书性价比要高很多 价格低廉、纸张也可以真是好书 祝华夏越来越好,纸张,1
TRAIN_22556,图书音像,好 还可以我比较欣赏的文学大家,其他,1
TRAIN_22557,图书音像,书的内容很简练 就是42页的书很简短。没有废话。 就是太贵了。。。。,价格,0
TRAIN_22558,图书音像,就是那样啊 学习用 三块五挺不错 总比在网上下载的电子版的看着舒服啊,其他,1
TRAIN_22559,家居生活,不错的书 很适合多次阅读哦,其他,1
TRAIN_22560,手机/数码,很好很不错 东西很好 女朋友很喜欢,其他,1
TRAIN_22561,家用电器,8200电吹风 风大声音轻用着头发顺滑。,噪音,1
TRAIN_22561,家用电器,8200电吹风 风大声音轻用着头发顺滑。,耗电,1
TRAIN_22562,图书音像,还不错吧 买了一个多月了才评已经读完但和在新华书店买的本系列丛书纸质有些差异所以不知是否正版但不影响阅读无错字即是高仿版这个价位也值了。,纸张,0
TRAIN_22563,图书音像,很值得一看的书 我们每天生活着却不知道该怎么快乐的生活本书能给你指明方向。,其他,1
TRAIN_22564,图书音像,很好 有图非常好的书方便,插图,1
TRAIN_22565,图书音像,深刻 质量不错。这本书是社会学的经典对于实证主义的影响很深值得一读。,质量,1
TRAIN_22566,手机/数码,高估了这耳塞 本来没想要求他音质但求佩戴方便要来做睡觉塞后来发觉睡觉戴着不舒服平时听的话确实受不了这解释和干脆的声音只好送人了.,其他,0
TRAIN_22567,机票/充值/票务/虚拟,不错 老爸看了说确实写的好,其他,1
TRAIN_22568,手机/数码,原装电池 商品和描述的一致不错。,其他,1
TRAIN_22569,图书音像,郁闷 买的两本都是快要两半的郁闷,其他,0
TRAIN_22570,其他,用户的感受 收到该商品后感觉很上当说是超大的根本不相符我在7月3日在天津大港区物美超市花同样的价格28元买的仿鹿皮擦车巾其尺寸是其的两倍而且还是龟博士的还有该擦车巾背面还起皮不知道是什么原因望大家引以为戒。,描述,1
TRAIN_22571,图书音像,当爹妈的一定要看 孩子2岁多了发现这本爹妈看了对教育应该有影响。非常好质地也好,其他,1
TRAIN_22572,家用电器,很好和实体店的一样好。 就是充电插头处轻轻一碰就掉了别的都还好。,耗电,1
TRAIN_22573,图书音像,文字较粗糙 讽刺意味比较重不过还满黑色幽默的,做工,0
TRAIN_22574,电脑/办公,包装很好东西也很完美生产时间是2011年没有激活过 包装很好东西也很完美生产时间是2011年没有激活过 一定要用iTunes Plus AAC装普通的MP3文件会完全享受不到操作体验的。 音质真的白开水比IP4好一点吧。听感比sony差不少好在不会听累尽量换个耳塞原配太差。 随身退烧神器。,其他,1
TRAIN_22575,图书音像,孩子通过一个个简单有趣的实验收获了许多知识与道理。 孩子通过一个个简单有趣的实验收获了许多知识与道理。 本书图文并茂通俗易懂孩子非常喜欢。我给他买了这个系列的一整套书。,其他,1
TRAIN_22576,图书音像,很好 和网站上显示的一样三岁的宝贝爱不释手,其他,1
TRAIN_22577,图书音像,比较一般 没有太大的参考价值.,其他,1
TRAIN_22578,图书音像,很值得收藏的书 非常精致书中的插图也非常有意思。内容对于写作非常有借鉴意义可以说是英文写作时必须遵循的金科玉律而且有很多是我们平时写作时完全忽略或没有注意到的。我买这本书也是因为我们的博导老师推荐的非常不错。,插图,1
TRAIN_22579,图书音像,读不懂 如果不看译者的剖析根本不懂作者想表达的意思,其他,1
TRAIN_22580,图书音像,坑爹啊 东西发过来以后光盘安装不了啊弄了好多次都是请输入正确的密码求解释,价格,0
TRAIN_22581,图书音像,评价 书不错内容丰富详细,内容,1
