category_str,评论内容_clean,text_clean_char,attributes,attributes_list,labels,aspects_hit
图书音像,对学习写作还是有一定帮助的关键还是自己多练习,学 习 写 作 还 定 帮 助 关 键 还 练 习,"[{""aspect"": ""质量"", ""polarity"": 0}]","[('质量', 0)]","0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0",质量
其他,比超市便宜…我用来擦鞋挺好的,超 市 便 宜 擦 鞋 挺 好,"[{""aspect"": ""价格"", ""polarity"": 1}]","[('价格', 1)]","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0",价格
家居生活,价格比较公道质量不错,价 格 公 道 质 量 不 错,"[{""aspect"": ""质量"", ""polarity"": 1}]","[('质量', 1)]","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",质量
图书音像,语音比较晦涩半文半白之间不大好懂,语 音 晦 涩 半 文 半 白 间 不 大 好 懂,"[{""aspect"": ""质量"", ""polarity"": 0}]","[('质量', 0)]","0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0",质量
图书音像,书是好书但这么“小巧”的一本书让人第一反应就是不值得..,书 好 书 小 巧 书 人 反 应 不 值,"[{""aspect"": ""价格"", ""polarity"": 0}]","[('价格', 0)]","0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0",价格
图书音像,书隔了一天就到了价钱相对实惠希望越做越好啊,书 隔 天 价 钱 相 实 惠 希 越 做 越 好,"[{""aspect"": ""价格"", ""polarity"": 1}]","[('价格', 1)]","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0",价格
图书音像,画面精美音质完好。钢琴家演绎的很好特别是扎哈里亚斯演绎的第八钢琴协奏曲最好听阿什肯纳齐的《第十二钢琴协奏曲》也很不错。,画 面 精 美 音 质 完 好 钢 琴 家 演 绎 很 好 特 扎 里 亚 斯 演 绎 八 钢 琴 协 奏 曲 最 好 听 什 肯 纳 齐 十 二 钢 琴 协 奏 曲 很 不 错,"[{""aspect"": ""包装"", ""polarity"": 1}]","[('包装', 1)]","0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0",包装
图书音像,好快好快一天就到了。 质量也很好 哈哈哈哈谢谢谢谢 这是我第一次网购呢 我一定会再来的,好 快 好 快 天 质 量 很 好 谢 谢 谢 谢 次 网 购 定 会 再,"[{""aspect"": ""质量"", ""polarity"": 1}]","[('质量', 1)]","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",质量
家用电器,电烤炉基本就是这家了去其他网站搜了确实秒杀很划算。 拿回来用还不错发热的只有上面一层下面借用的是上面的热量 清洗很方便,电 烤 炉 基 家 去 网 站 搜 确 实 秒 杀 很 划 算 回 还 不 错 发 热 只 上 面 层 下 面 上 面 热 量 清 洗 很 方 便,"[{""aspect"": ""价格"", ""polarity"": 1}]","[('价格', 1)]","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0",价格
家居生活,实在是太划算了非常喜欢,实 太 划 算 非 常 喜 欢,"[{""aspect"": ""价格"", ""polarity"": 1}]","[('价格', 1)]","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0",价格
电脑/办公,耐用声音还好重低音表现可以。,耐 声 音 还 好 重 低 音 表 现,"[{""aspect"": ""质量"", ""polarity"": 1}]","[('质量', 1)]","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",质量
图书音像,十分喜欢作者的书但是对价钱不满意。 其他网站比这里便宜多了。,十 分 喜 欢 作 书 价 钱 不 满 意 网 站 里 便 宜,"[{""aspect"": ""价格"", ""polarity"": 1}]","[('价格', 1)]","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0",价格
图书音像,还没看但是装帧精美看目录十分吸引人,还 没 看 装 帧 精 美 看 目 录 十 分 吸 引 人,"[{""aspect"": ""包装"", ""polarity"": 1}]","[('包装', 1)]","0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0",包装
图书音像,这个系列买了很多了精装质量很好,系 列 买 很 精 装 质 量 很 好,"[{""aspect"": ""质量"", ""polarity"": 1}]","[('质量', 1)]","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",质量
电脑/办公,物流很快 半夜下的单 第三天上午就到了 第一次在亚马逊购物。音响个人认为是超值的音质符合预期。比较满意的一次购物,物 流 很 快 半 夜 下 单 三 天 上 午 次 亚 马 逊 购 物 音 响 人 认 超 值 音 质 符 合 预 期 满 意 次 购 物,"[{""aspect"": ""物流"", ""polarity"": 1}]","[('物流', 1)]","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0",物流
图书音像,朋友推荐的书质量不错发货很快。,朋 友 推 荐 书 质 量 不 错 发 货 很 快,"[{""aspect"": ""质量"", ""polarity"": 1}, {""aspect"": ""物流"", ""polarity"": 1}]","[('质量', 1), ('物流', 1)]","1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0","质量,物流"
图书音像,字写得非常好。通过这本字帖我才真正认识到了什么叫有神就算放张纸在上面拓如果不用心也写不出那种感觉。,字 写 非 常 好 通 字 帖 才 真 正 认 识 什 神 算 放 张 纸 上 面 拓 果 不 心 写 不 出 感 觉,"[{""aspect"": ""包装"", ""polarity"": 1}]","[('包装', 1)]","0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0",包装
图书音像,太好看了经典的一本漫画。,太 好 看 典 漫 画,"[{""aspect"": ""外观"", ""polarity"": 1}]","[('外观', 1)]","0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0",外观
图书音像,印刷精美图案十分漂亮,印 刷 精 美 图 案 十 分 漂 亮,"[{""aspect"": ""包装"", ""polarity"": 1}, {""aspect"": ""外观"", ""polarity"": 1}]","[('包装', 1), ('外观', 1)]","0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0","包装,外观"
美妆个护,首先她的功能是能在伤口上消炎能用的范围广 我是用来去痘的 比起相宜的那支30多的实惠量多嘛,首 先 功 伤 口 上 消 炎 范 围 广 去 痘 相 宜 支 30 实 惠 量,"[{""aspect"": ""价格"", ""polarity"": 1}]","[('价格', 1)]","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0",价格
家用电器,美中不足的就是风力功率稍小再大些就更好了,美 中 不 足 风 力 功 率 稍 小 再 大 些 更 好,"[{""aspect"": ""质量"", ""polarity"": 0}]","[('质量', 0)]","0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0",质量
美妆个护,东西很好妈妈一直用这个品牌就是相对于超市来说没什么价格优势。,东 西 很 好 妈 妈 直 品 牌 相 超 市 说 没 什 价 格 优 势,"[{""aspect"": ""价格"", ""polarity"": 1}]","[('价格', 1)]","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0",价格
图书音像,哈哈忘了评论了速度很快书不错,忘 评 速 度 很 快 书 不 错,"[{""aspect"": ""物流"", ""polarity"": 1}]","[('物流', 1)]","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0",物流
手机/数码,东西很漂亮质量和做工也不错很有质感。GGMM我喜欢。,东 西 很 漂 亮 质 量 做 工 不 错 很 质 感 GGMM 喜 欢,"[{""aspect"": ""外观"", ""polarity"": 1}]","[('外观', 1)]","0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0",外观
手机/数码,挺不错的价格较低款式也比较好看,挺 不 错 价 格 低 款 式 好 看,"[{""aspect"": ""外观"", ""polarity"": 1}]","[('外观', 1)]","0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0",外观
图书音像,卓越的速度超快书的纸张印刷都很好。内容很好看。推荐,卓 越 速 度 超 快 书 纸 张 印 刷 都 很 好 内 容 很 好 看 推 荐,"[{""aspect"": ""外观"", ""polarity"": 1}]","[('外观', 1)]","0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0",外观
图书音像,书刚拿到还没看可已经让我很不爽。卓越啊卓越你已经第二次伤我心了。在购物时备注里每次都写到书要是好的。保护好。可两次都是书面皱的。上次那本《常识》里面还有坏页。这样继续下去的话老客户也变成路人终会另寻去处。希望卓越啊卓越不要再这样伤我们的心。,书 刚 还 没 看 已 很 不 爽 卓 越 卓 越 已 二 次 伤 心 购 物 时 备 注 里 次 都 写 书 好 保 护 好 两 次 都 书 面 皱 上 次 常 识 里 面 还 坏 页 样 继 续 下 去 话 老 客 户 变 成 路 人 终 会 寻 去 处 希 卓 越 卓 越 不 再 样 伤 心,"[{""aspect"": ""包装"", ""polarity"": 0}, {""aspect"": ""质量"", ""polarity"": 0}, {""aspect"": ""服务"", ""polarity"": 0}]","[('包装', 0), ('质量', 0), ('服务', 0)]","0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0","包装,质量,服务"
图书音像,说实话太粗糙了封面的彩页印的那叫一个寒啊。。。,说 实 话 太 粗 糙 封 面 彩 页 印 寒,"[{""aspect"": ""做工"", ""polarity"": 0}]","[('做工', 0)]","0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0",做工
图书音像,帮外甥女买的鸵鸟冠好一直都帮她在卓越上买书第一是没时间去书店排队第二是这里的价格比书店要便宜些第三还能送货上门货到付款方便,帮 外 甥 女 买 鸵 鸟 冠 好 直 都 帮 卓 越 上 买 书 没 时 间 去 书 店 排 队 二 里 价 格 书 店 便 宜 些 三 还 送 货 上 门 货 付 款 方 便,"[{""aspect"": ""价格"", ""polarity"": 1}]","[('价格', 1)]","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0",价格
运动户外,打着还可以 一般吧 还是挺耐用的吧,还 般 还 挺 耐,"[{""aspect"": ""质量"", ""polarity"": 1}]","[('质量', 1)]","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",质量
图书音像,不错质量挺好.价钱便宜.,不 错 质 量 挺 好 价 钱 便 宜,"[{""aspect"": ""价格"", ""polarity"": 1}]","[('价格', 1)]","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0",价格
图书音像,这是第一次看桐华的书之前对她并不了解本以为是一本很普通的言情小说没有想到是一本古代科幻的爱情很好看看完以后超级期待第二部,次 看 桐 华 书 前 不 解 很 普 通 言 情 小 说 没 想 古 代 科 幻 爱 情 很 好 看 看 完 后 超 级 期 二 部,"[{""aspect"": ""外观"", ""polarity"": 1}]","[('外观', 1)]","0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0",外观
图书音像,由the damned human race想到应该买本Mark Twain的书看看于是就选了Life on the Mississippi.书的质量很好很小巧是我所认为的外文进口书的样子拿在手上很有感觉慢慢读来Sam的文字简单而又不传统很有感觉也很喜欢,damned human race 想 应 买 Mark Twain 书 看 看 选 Life Mississippi 书 质 量 很 好 很 小 巧 认 外 文 进 口 书 样 子 手 上 很 感 觉 慢 慢 读 Sam 文 字 简 单 不 传 统 很 感 觉 很 喜 欢,"[{""aspect"": ""质量"", ""polarity"": 1}]","[('质量', 1)]","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",质量
电脑/办公,性价比高质量好实用。,性 价 高 质 量 好 实,"[{""aspect"": ""质量"", ""polarity"": 1}, {""aspect"": ""价格"", ""polarity"": 1}]","[('质量', 1), ('价格', 1)]","1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0","质量,价格"
电脑/办公,实际商品与照片相差较大尺寸偏小且风力也太小.....,实 际 商 品 片 相 差 大 尺 寸 偏 小 风 力 太 小,"[{""aspect"": ""描述"", ""polarity"": 0}, {""aspect"": ""外观"", ""polarity"": 0}]","[('描述', 0), ('外观', 0)]","0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1","描述,外观"
钟表/首饰/眼镜/礼品,这个表非常不错 喜欢大表盘的速度买 我已经待了半年 任何问题没有 白色的很上档次 不过我半年前买是603哈哈 现在涨价了 非常高兴啊 啊啊 别听那群山炮说这表不好 我觉得非常好 山炮要觉得不好 可以买 劳力士 浪琴 天梭啊 这表本来不贵 你们还i昂买个什么样的 起码他是正品 质量好 你们要想买性价比高的去淘宝啊 骗死你们,表 非 常 不 错 喜 欢 大 表 盘 速 度 买 已 半 年 问 题 没 白 色 很 上 档 次 不 半 年 前 买 603 现 涨 价 非 常 高 兴 听 群 山 炮 说 表 不 好 觉 非 常 好 山 炮 觉 不 好 买 劳 力 士 浪 琴 天 梭 表 不 贵 还 昂 买 什 样 码 正 品 质 量 好 想 买 性 价 高 去 淘 宝 骗 死,"[{""aspect"": ""质量"", ""polarity"": 1}, {""aspect"": ""价格"", ""polarity"": 1}]","[('质量', 1), ('价格', 1)]","1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0","质量,价格"
图书音像,买了1、2很多套送给亲友卓越比书店便宜。,买 1 2 很 套 送 亲 友 卓 越 书 店 便 宜,"[{""aspect"": ""价格"", ""polarity"": 1}]","[('价格', 1)]","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0",价格
图书音像,我刚买了整套内蒙古出版社的演义是在上海书城买的。当时还有其他出版社的演义系列但是比较下来内蒙古的这套排版不错而且19块钱一本我还有新华书店的打折卡8。8折实在便宜。作者评价用红色字体标识出来很醒目至于有没有删节我没比较过但是有几个出版社的演义我在这里也看到了中国社会编译出版社的排版是一页里面还按左右两半分排看德很费劲中国社会科学出版社德字体也能看得清楚不过内蒙古出版社才19块钱一本别人要30多。至于楼上说内蒙古出版社随意删减的问题我觉得楼上需要摆出数据来说印刷成本是图书出版里面不多的一部分成本作者为了减少纸张费那个功夫去删减我觉得没这个必要你的话我不信,刚 买 整 套 内 蒙 古 出 版 社 演 义 上 海 书 城 买 时 还 出 版 社 演 义 系 列 下 内 蒙 古 套 排 版 不 错 19 块 钱 还 新 华 书 店 折 卡 8 8 折 实 便 宜 作 评 价 红 色 字 体 标 识 出 很 醒 目 没 删 节 没 出 版 社 演 义 里 看 中 国 社 会 编 译 出 版 社 排 版 页 里 面 还 左 右 两 半 分 排 看 德 很 费 劲 中 国 社 会 科 学 出 版 社 德 字 体 看 清 楚 不 内 蒙 古 出 版 社 才 19 块 钱 人 30 楼 上 说 内 蒙 古 出 版 社 意 删 减 问 题 觉 楼 上 需 摆 出 数 说 印 刷 成 图 书 出 版 里 面 不 部 分 成 作 减 少 纸 张 费 功 夫 去 删 减 觉 没 必 话 不 信,"[{""aspect"": ""价格"", ""polarity"": 1}]","[('价格', 1)]","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0",价格
图书音像,做生意前看看有帮助又不贵当买个经验吧不然以后吃的亏不止这个价,做 生 意 前 看 看 帮 助 不 贵 买 验 不 然 后 吃 亏 不 止 价,"[{""aspect"": ""价格"", ""polarity"": 1}]","[('价格', 1)]","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0",价格
电脑/办公,外观漂亮性能不错键盘敲击感好。,外 观 漂 亮 性 不 错 键 盘 敲 击 感 好,"[{""aspect"": ""外观"", ""polarity"": 1}]","[('外观', 1)]","0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0",外观
图书音像,完美一直想要的价格便宜而且很精致。,完 美 直 想 价 格 便 宜 很 精 致,"[{""aspect"": ""价格"", ""polarity"": 1}]","[('价格', 1)]","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0",价格
图书音像,觉得对于现在的我来说作用不是太大,觉 现 说 作 不 太 大,"[{""aspect"": ""物流"", ""polarity"": 1}]","[('物流', 1)]","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0",物流
美妆个护,实惠质量也好。多次购买了。,实 惠 质 量 好 次 购 买,"[{""aspect"": ""价格"", ""polarity"": 1}]","[('价格', 1)]","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0",价格
手机/数码,外观很漂亮是正品。铁三角特色就是低中高音均衡作为一款基础耳机Cube 表现还是很不错的。,外 观 很 漂 亮 正 品 铁 三 角 特 色 低 中 高 音 均 衡 作 款 基 础 耳 机 Cube 表 现 还 很 不 错,"[{""aspect"": ""外观"", ""polarity"": 1}]","[('外观', 1)]","0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0",外观
图书音像,此书所选论文还凑合但是质量一般字迹清楚但整个书都印斜了。买的时候就是觉得如果下载论文打印的话价格也差不多不如直接买本书了所以才买的。感觉此书没有任何收藏价值用完就可以糊墙。,书 选 文 还 凑 合 质 量 般 字 迹 清 楚 整 书 都 印 斜 买 时 候 觉 果 下 载 文 印 话 价 格 差 不 不 直 接 买 书 才 买 感 觉 书 没 收 藏 价 值 完 糊 墙,"[{""aspect"": ""质量"", ""polarity"": 0}]","[('质量', 0)]","0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0",质量
图书音像,挺好的故事好看质量也还可以。,挺 好 事 好 看 质 量 还,"[{""aspect"": ""外观"", ""polarity"": 1}]","[('外观', 1)]","0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0",外观
母婴/玩具,儿子一直喝这个牌子的品质应该不错。,儿 子 直 喝 牌 子 品 质 应 不 错,"[{""aspect"": ""质量"", ""polarity"": 1}]","[('质量', 1)]","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",质量
图书音像,比书店便宜但是书的纸比较薄不知道是出版社的问题不。,书 店 便 宜 书 纸 薄 不 知 道 出 版 社 问 题 不,"[{""aspect"": ""价格"", ""polarity"": 1}]","[('价格', 1)]","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0",价格
钟表/首饰/眼镜/礼品,很喜欢精致漂亮大小合适,很 喜 欢 精 致 漂 亮 大 小 合 适,"[{""aspect"": ""外观"", ""polarity"": 1}]","[('外观', 1)]","0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0",外观
图书音像,价格真的很便宜嘎可惜内容就一般般啦,价 格 真 很 便 宜 惜 内 容 般 般,"[{""aspect"": ""价格"", ""polarity"": 1}]","[('价格', 1)]","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0",价格
图书音像,内容就没什么好评论的了 虽然便宜但装订精良、纸张质量也很好。就是沉了点,内 容 没 什 好 评 然 便 宜 装 订 精 良 纸 张 质 量 很 好 沉 点,"[{""aspect"": ""价格"", ""polarity"": 1}]","[('价格', 1)]","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0",价格
家用电器,一直都很信赖美的基本上小家电都买的美的这款风扇也不例外。外观小巧美观非常耐用我已经买了1年多了一点问题都没有.使用过程中声音也很轻比较适合晚上睡觉使用很值得购买本人强烈推荐,直 都 很 信 赖 美 基 上 小 家 电 都 买 美 款 风 扇 不 例 外 外 观 小 巧 美 观 非 常 耐 已 买 1 年 点 问 题 都 没 使 程 中 声 音 很 轻 适 合 晚 上 睡 觉 使 很 值 购 买 人 强 烈 推 荐,"[{""aspect"": ""质量"", ""polarity"": 1}]","[('质量', 1)]","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",质量
电脑/办公,东西是正品就不用评论了。卓越很给力免邮费实在很贴心算起来比X宝便宜多了。,东 西 正 品 不 评 卓 越 很 力 免 邮 费 实 很 贴 心 算 X 宝 便 宜,"[{""aspect"": ""价格"", ""polarity"": 1}]","[('价格', 1)]","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0",价格
图书音像,原文朴实易懂。关键是注解的非常详实很好,原 文 朴 实 易 懂 关 键 注 解 非 常 详 实 很 好,"[{""aspect"": ""质量"", ""polarity"": 1}]","[('质量', 1)]","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",质量
图书音像,这本书虽然属于平装但看起来真豪华外表还有保鲜膜包着拆开来一看豪华的伊丽莎白像大像气派小像秀气纸张也是上等货版式也很漂亮图片十分好看具体内容怎样我还没有看只是简单地瞟了几眼貌似语言很华丽。,书 然 属 平 装 看 真 豪 华 外 表 还 保 鲜 膜 包 拆 开 看 豪 华 伊 丽 莎 白 大 气 派 小 秀 气 纸 张 上 货 版 式 很 漂 亮 图 片 十 分 好 看 具 体 内 容 样 还 没 看 只 简 单 瞟 眼 貌 似 语 言 很 华 丽,"[{""aspect"": ""外观"", ""polarity"": 1}]","[('外观', 1)]","0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0",外观
