评论内容_clean,tokens_jieba,text_clean_jieba,tokens_char,text_clean_char,类别,attributes
这还用评论么价格合适就抓紧下手不管你想怎么玩是怎么玩这颗头是躲不过的。,"[""还"", ""评论"", ""价格"", ""合适"", ""抓紧"", ""下手"", ""想"", ""玩"", ""玩"", ""这颗"", ""头"", ""躲""]",还 评论 价格 合适 抓紧 下手 想 玩 玩 这颗 头 躲,"[""还"", ""评"", ""价"", ""格"", ""合"", ""适"", ""抓"", ""紧"", ""下"", ""手"", ""不"", ""想"", ""玩"", ""玩"", ""颗"", ""头"", ""躲"", ""不""]",还 评 价 格 合 适 抓 紧 下 手 不 想 玩 玩 颗 头 躲 不,"[{""类别"": ""手机/数码"", ""类别ID"": 2}]","[{""aspect"": ""价格"", ""polarity"": 1}]"
不错送过来是蓝色的颜色好看货物速度很好很满意 不过我一开始不会设置所以搞了我很久听说是要设置好了之后要把路由器和猫还有电脑电源都关掉等个10分钟什么的 不过最后还是弄好了很满意 不过穿墙效果一般,"[""不错"", ""送过来"", ""蓝色"", ""颜色"", ""好看"", ""货物"", ""速度"", ""很"", ""好"", ""很"", ""满意"", ""不会"", ""设置"", ""搞"", ""很"", ""久"", ""听说"", ""设置"", ""好"", ""之后"", ""路由器"", ""猫"", ""电脑"", ""电源"", ""都"", ""关掉"", ""10"", ""分钟"", ""最后"", ""弄"", ""好"", ""很"", ""满意"", ""穿墙"", ""效果""]",不错 送过来 蓝色 颜色 好看 货物 速度 很 好 很 满意 不会 设置 搞 很 久 听说 设置 好 之后 路由器 猫 电脑 电源 都 关掉 10 分钟 最后 弄 好 很 满意 穿墙 效果,"[""不"", ""错"", ""送"", ""蓝"", ""色"", ""颜"", ""色"", ""好"", ""看"", ""货"", ""物"", ""速"", ""度"", ""很"", ""好"", ""很"", ""满"", ""意"", ""不"", ""开"", ""始"", ""不"", ""会"", ""设"", ""置"", ""搞"", ""很"", ""久"", ""听"", ""说"", ""设"", ""置"", ""好"", ""后"", ""路"", ""器"", ""猫"", ""还"", ""电"", ""脑"", ""电"", ""源"", ""都"", ""关"", ""掉"", ""10"", ""分"", ""钟"", ""什"", ""不"", ""最"", ""后"", ""还"", ""弄"", ""好"", ""很"", ""满"", ""意"", ""不"", ""穿"", ""墙"", ""效"", ""果"", ""般""]",不 错 送 蓝 色 颜 色 好 看 货 物 速 度 很 好 很 满 意 不 开 始 不 会 设 置 搞 很 久 听 说 设 置 好 后 路 器 猫 还 电 脑 电 源 都 关 掉 10 分 钟 什 不 最 后 还 弄 好 很 满 意 不 穿 墙 效 果 般,"[{""类别"": ""电脑/办公"", ""类别ID"": 1}]","[{""aspect"": ""外观"", ""polarity"": 1}]"
《未来没有城中村》展示的是深圳描画的是中国。在记者的采访调查之后城中村版的“清明上河图”在一种新闻人的探究和思考中一一呈现。很好看推荐给所有关心中国拆迁的人们。,"[""未来"", ""没有"", ""城中村"", ""展示"", ""深圳"", ""描画"", ""中国"", ""记者"", ""采访"", ""调查"", ""之后"", ""城中村"", ""版"", ""清明上河图"", ""一种"", ""新闻"", ""人"", ""探究"", ""思考"", ""中"", ""呈现"", ""很"", ""好看"", ""推荐"", ""所有"", ""关心"", ""中国"", ""拆迁"", ""人们""]",未来 没有 城中村 展示 深圳 描画 中国 记者 采访 调查 之后 城中村 版 清明上河图 一种 新闻 人 探究 思考 中 呈现 很 好看 推荐 所有 关心 中国 拆迁 人们,"[""未"", ""没"", ""城"", ""中"", ""村"", ""展"", ""示"", ""深"", ""圳"", ""描"", ""画"", ""中"", ""国"", ""记"", ""采"", ""访"", ""调"", ""查"", ""后"", ""城"", ""中"", ""村"", ""版"", ""清"", ""明"", ""上"", ""河"", ""图"", ""新"", ""闻"", ""人"", ""探"", ""究"", ""思"", ""考"", ""中"", ""呈"", ""现"", ""很"", ""好"", ""看"", ""推"", ""荐"", ""关"", ""心"", ""中"", ""国"", ""拆"", ""迁"", ""人""]",未 没 城 中 村 展 示 深 圳 描 画 中 国 记 采 访 调 查 后 城 中 村 版 清 明 上 河 图 新 闻 人 探 究 思 考 中 呈 现 很 好 看 推 荐 关 心 中 国 拆 迁 人,"[{""类别"": ""图书音像"", ""类别ID"": 0}]","[{""aspect"": ""外观"", ""polarity"": 1}]"
价格实惠内容简洁每页一句话,"[""价格"", ""实惠"", ""内容"", ""简洁"", ""每页"", ""一句"", ""话""]",价格 实惠 内容 简洁 每页 一句 话,"[""价"", ""格"", ""实"", ""惠"", ""内"", ""容"", ""简"", ""洁"", ""页"", ""句"", ""话""]",价 格 实 惠 内 容 简 洁 页 句 话,"[{""类别"": ""图书音像"", ""类别ID"": 0}]","[{""aspect"": ""价格"", ""polarity"": 1}]"
在网上各种图书中对比了很多儿歌其它的只是纯粹的儿歌童谣。但这本是综合性的针对孩子的认知、手脑协调训练的。每一大页都是一个专题将儿歌分了类如“健康运动类”中的儿歌有《跳绳》《游泳》《跑步》等还有一两句给家长和孩子的目标指引有些还配着图片做观察训练。让孩子在琅琅上口的儿歌中进行各方面的认知发展。这本书又大又薄纸张和印刷都好配图精美。关键是编得很独到。给孩子的教的东西不在于多而在于精举一反三。买的时候就很有期待拿到手的时候仔细读了一遍里面的内容真的是很不错所以才这样用心写了这个评论。,"[""网上"", ""图书"", ""中"", ""对比"", ""很多"", ""儿歌"", ""纯粹"", ""儿歌"", ""童谣"", ""这本"", ""综合性"", ""针对"", ""孩子"", ""认知"", ""手脑"", ""协调"", ""训练"", ""一大"", ""页"", ""都"", ""专题"", ""儿歌"", ""分"", ""类"", ""健康"", ""运动"", ""类"", ""中"", ""儿歌"", ""跳绳"", ""游泳"", ""跑步"", ""一两句"", ""家长"", ""孩子"", ""目标"", ""指引"", ""还配"", ""图片"", ""做"", ""观察"", ""训练"", ""孩子"", ""琅琅上口"", ""儿歌"", ""中"", ""进行"", ""方面"", ""认知"", ""发展"", ""本书"", ""大"", ""薄"", ""纸张"", ""印刷"", ""都"", ""好"", ""配图"", ""精美"", ""关键"", ""编得"", ""很"", ""独到"", ""孩子"", ""教"", ""东西"", ""不"", ""在于"", ""在于"", ""精"", ""举一反三"", ""买"", ""很"", ""期待"", ""拿到"", ""手"", ""仔细"", ""读"", ""一遍"", ""里面"", ""内容"", ""真的"", ""很"", ""不错"", ""才"", ""用心"", ""写"", ""评论""]",网上 图书 中 对比 很多 儿歌 纯粹 儿歌 童谣 这本 综合性 针对 孩子 认知 手脑 协调 训练 一大 页 都 专题 儿歌 分 类 健康 运动 类 中 儿歌 跳绳 游泳 跑步 一两句 家长 孩子 目标 指引 还配 图片 做 观察 训练 孩子 琅琅上口 儿歌 中 进行 方面 认知 发展 本书 大 薄 纸张 印刷 都 好 配图 精美 关键 编得 很 独到 孩子 教 东西 不 在于 在于 精 举一反三 买 很 期待 拿到 手 仔细 读 一遍 里面 内容 真的 很 不错 才 用心 写 评论,"[""网"", ""上"", ""图"", ""书"", ""中"", ""很"", ""儿"", ""歌"", ""只"", ""纯"", ""粹"", ""儿"", ""歌"", ""童"", ""谣"", ""综"", ""合"", ""性"", ""针"", ""孩"", ""子"", ""认"", ""知"", ""手"", ""脑"", ""协"", ""调"", ""训"", ""练"", ""大"", ""页"", ""都"", ""专"", ""题"", ""儿"", ""歌"", ""分"", ""类"", ""健"", ""康"", ""运"", ""动"", ""类"", ""中"", ""儿"", ""歌"", ""跳"", ""绳"", ""游"", ""泳"", ""跑"", ""步"", ""还"", ""两"", ""句"", ""家"", ""长"", ""孩"", ""子"", ""目"", ""标"", ""指"", ""引"", ""些"", ""还"", ""配"", ""图"", ""片"", ""做"", ""观"", ""察"", ""训"", ""练"", ""孩"", ""子"", ""琅"", ""琅"", ""上"", ""口"", ""儿"", ""歌"", ""中"", ""进"", ""行"", ""方"", ""面"", ""认"", ""知"", ""发"", ""展"", ""书"", ""大"", ""薄"", ""纸"", ""张"", ""印"", ""刷"", ""都"", ""好"", ""配"", ""图"", ""精"", ""美"", ""关"", ""键"", ""编"", ""很"", ""独"", ""孩"", ""子"", ""教"", ""东"", ""西"", ""不"", ""精"", ""举"", ""反"", ""三"", ""买"", ""时"", ""候"", ""很"", ""期"", ""手"", ""时"", ""候"", ""仔"", ""细"", ""读"", ""遍"", ""里"", ""面"", ""内"", ""容"", ""真"", ""很"", ""不"", ""错"", ""才"", ""样"", ""心"", ""写"", ""评""]",网 上 图 书 中 很 儿 歌 只 纯 粹 儿 歌 童 谣 综 合 性 针 孩 子 认 知 手 脑 协 调 训 练 大 页 都 专 题 儿 歌 分 类 健 康 运 动 类 中 儿 歌 跳 绳 游 泳 跑 步 还 两 句 家 长 孩 子 目 标 指 引 些 还 配 图 片 做 观 察 训 练 孩 子 琅 琅 上 口 儿 歌 中 进 行 方 面 认 知 发 展 书 大 薄 纸 张 印 刷 都 好 配 图 精 美 关 键 编 很 独 孩 子 教 东 西 不 精 举 反 三 买 时 候 很 期 手 时 候 仔 细 读 遍 里 面 内 容 真 很 不 错 才 样 心 写 评,"[{""类别"": ""图书音像"", ""类别ID"": 0}]","[{""aspect"": ""包装"", ""polarity"": 1}]"
书很好很精致买来的时候感觉质量不错很值,"[""书"", ""很"", ""好"", ""很"", ""精致"", ""买来"", ""感觉"", ""质量"", ""不错"", ""很值""]",书 很 好 很 精致 买来 感觉 质量 不错 很值,"[""书"", ""很"", ""好"", ""很"", ""精"", ""致"", ""买"", ""时"", ""候"", ""感"", ""觉"", ""质"", ""量"", ""不"", ""错"", ""很"", ""值""]",书 很 好 很 精 致 买 时 候 感 觉 质 量 不 错 很 值,"[{""类别"": ""图书音像"", ""类别ID"": 0}]","[{""aspect"": ""质量"", ""polarity"": 1}]"
草图本私绘本 根本就不是小说 亚马逊勾结出版社在坑骗消费者,"[""草图"", ""本私"", ""绘本"", ""根本"", ""不是"", ""小说"", ""亚马逊"", ""勾结"", ""出版社"", ""坑骗"", ""消费者""]",草图 本私 绘本 根本 不是 小说 亚马逊 勾结 出版社 坑骗 消费者,"[""草"", ""图"", ""私"", ""绘"", ""根"", ""不"", ""小"", ""说"", ""亚"", ""马"", ""逊"", ""勾"", ""结"", ""出"", ""版"", ""社"", ""坑"", ""骗"", ""消"", ""费""]",草 图 私 绘 根 不 小 说 亚 马 逊 勾 结 出 版 社 坑 骗 消 费,"[{""类别"": ""图书音像"", ""类别ID"": 0}]","[{""aspect"": ""价格"", ""polarity"": 0}]"
照片效果很好很漂亮颜色也很好,"[""照片"", ""效果"", ""很"", ""好"", ""很漂亮"", ""颜色"", ""很"", ""好""]",照片 效果 很 好 很漂亮 颜色 很 好,"[""片"", ""效"", ""果"", ""很"", ""好"", ""很"", ""漂"", ""亮"", ""颜"", ""色"", ""很"", ""好""]",片 效 果 很 好 很 漂 亮 颜 色 很 好,"[{""类别"": ""电脑/办公"", ""类别ID"": 1}]","[{""aspect"": ""外观"", ""polarity"": 1}]"
做工比较粗糙刚拿来就有掉漆还有胶溢出来只有盲点设计稍微实用适合我这种摸黑戴耳机的。 戴上这款耳机出街完全不用担心听不到外界声音的危险即使在家也能收集外界各种细小的噪音在耳中 不过我是买来专门在夜深人静时听人声的男声广播剧为主偶尔轻音乐。听了两天竟然低沉型的表现最好尖锐的正太音有点刺耳。普通碟听上去人声近一些3D收录的却感觉人声更远了明明应该在耳边的感觉听上去却像在头后方 戴上海绵套试听了下声优的声音特色全被掩盖了好悲剧 暂时没发现这款太出彩的地方稍微不错的是广播剧的各种音效很清晰。 这个价位不做多要求,"[""做工"", ""比较"", ""粗糙"", ""刚"", ""拿来"", ""掉"", ""漆"", ""胶"", ""溢出"", ""盲点"", ""设计"", ""稍微"", ""实用"", ""适合"", ""这种"", ""摸黑"", ""戴"", ""耳机"", ""戴上"", ""这款"", ""耳机"", ""出"", ""街"", ""完全"", ""不用"", ""担心"", ""听"", ""不到"", ""外界"", ""声音"", ""危险"", ""在家"", ""收集"", ""外界"", ""细小"", ""噪音"", ""耳"", ""中"", ""买来"", ""专门"", ""夜深人静"", ""时"", ""听"", ""人声"", ""男声"", ""广播剧"", ""为主"", ""偶尔"", ""轻音乐"", ""听"", ""两天"", ""竟然"", ""低沉"", ""型"", ""表现"", ""最好"", ""尖锐"", ""正太"", ""音"", ""有点"", ""刺耳"", ""普通"", ""碟"", ""听"", ""上去"", ""人声"", ""近"", ""3D"", ""收录"", ""却"", ""感觉"", ""人声"", ""更远"", ""明明"", ""应该"", ""耳边"", ""感觉"", ""听"", ""上去"", ""却"", ""头"", ""后方"", ""戴上"", ""海绵"", ""套"", ""试听"", ""下"", ""声优"", ""声音"", ""特色"", ""全"", ""掩盖"", ""好"", ""悲剧"", ""暂时"", ""没"", ""发现"", ""这款"", ""太"", ""出彩"", ""地方"", ""稍微"", ""不错"", ""广播剧"", ""音效"", ""很"", ""清晰"", ""价位"", ""不"", ""做"", ""要求""]",做工 比较 粗糙 刚 拿来 掉 漆 胶 溢出 盲点 设计 稍微 实用 适合 这种 摸黑 戴 耳机 戴上 这款 耳机 出 街 完全 不用 担心 听 不到 外界 声音 危险 在家 收集 外界 细小 噪音 耳 中 买来 专门 夜深人静 时 听 人声 男声 广播剧 为主 偶尔 轻音乐 听 两天 竟然 低沉 型 表现 最好 尖锐 正太 音 有点 刺耳 普通 碟 听 上去 人声 近 3D 收录 却 感觉 人声 更远 明明 应该 耳边 感觉 听 上去 却 头 后方 戴上 海绵 套 试听 下 声优 声音 特色 全 掩盖 好 悲剧 暂时 没 发现 这款 太 出彩 地方 稍微 不错 广播剧 音效 很 清晰 价位 不 做 要求,"[""做"", ""工"", ""粗"", ""糙"", ""刚"", ""掉"", ""漆"", ""还"", ""胶"", ""溢"", ""出"", ""只"", ""盲"", ""点"", ""设"", ""计"", ""稍"", ""微"", ""实"", ""适"", ""合"", ""摸"", ""黑"", ""戴"", ""耳"", ""机"", ""戴"", ""上"", ""款"", ""耳"", ""机"", ""出"", ""街"", ""完"", ""全"", ""不"", ""担"", ""心"", ""听"", ""不"", ""外"", ""界"", ""声"", ""音"", ""危"", ""险"", ""使"", ""家"", ""收"", ""集"", ""外"", ""界"", ""细"", ""小"", ""噪"", ""音"", ""耳"", ""中"", ""不"", ""买"", ""专"", ""门"", ""夜"", ""深"", ""人"", ""静"", ""时"", ""听"", ""人"", ""声"", ""男"", ""声"", ""广"", ""播"", ""剧"", ""主"", ""偶"", ""尔"", ""轻"", ""音"", ""乐"", ""听"", ""两"", ""天"", ""竟"", ""然"", ""低"", ""沉"", ""型"", ""表"", ""现"", ""最"", ""好"", ""尖"", ""锐"", ""正"", ""太"", ""音"", ""点"", ""刺"", ""耳"", ""普"", ""通"", ""碟"", ""听"", ""上"", ""去"", ""人"", ""声"", ""近"", ""些"", ""3"", ""D"", ""收"", ""录"", ""却"", ""感"", ""觉"", ""人"", ""声"", ""更"", ""远"", ""明"", ""明"", ""应"", ""耳"", ""感"", ""觉"", ""听"", ""上"", ""去"", ""却"", ""头"", ""后"", ""方"", ""戴"", ""上"", ""海"", ""绵"", ""套"", ""试"", ""听"", ""下"", ""声"", ""优"", ""声"", ""音"", ""特"", ""色"", ""全"", ""掩"", ""盖"", ""好"", ""悲"", ""剧"", ""暂"", ""时"", ""没"", ""发"", ""现"", ""款"", ""太"", ""出"", ""彩"", ""方"", ""稍"", ""微"", ""不"", ""错"", ""广"", ""播"", ""剧"", ""音"", ""效"", ""很"", ""清"", ""晰"", ""价"", ""位"", ""不"", ""做"", ""求""]",做 工 粗 糙 刚 掉 漆 还 胶 溢 出 只 盲 点 设 计 稍 微 实 适 合 摸 黑 戴 耳 机 戴 上 款 耳 机 出 街 完 全 不 担 心 听 不 外 界 声 音 危 险 使 家 收 集 外 界 细 小 噪 音 耳 中 不 买 专 门 夜 深 人 静 时 听 人 声 男 声 广 播 剧 主 偶 尔 轻 音 乐 听 两 天 竟 然 低 沉 型 表 现 最 好 尖 锐 正 太 音 点 刺 耳 普 通 碟 听 上 去 人 声 近 些 3 D 收 录 却 感 觉 人 声 更 远 明 明 应 耳 感 觉 听 上 去 却 头 后 方 戴 上 海 绵 套 试 听 下 声 优 声 音 特 色 全 掩 盖 好 悲 剧 暂 时 没 发 现 款 太 出 彩 方 稍 微 不 错 广 播 剧 音 效 很 清 晰 价 位 不 做 求,"[{""类别"": ""电脑/办公"", ""类别ID"": 1}]","[{""aspect"": ""做工"", ""polarity"": 0}]"
质量好 内容好 物流好 都好,"[""质量"", ""好"", ""内容"", ""好"", ""物流"", ""好"", ""都"", ""好""]",质量 好 内容 好 物流 好 都 好,"[""质"", ""量"", ""好"", ""内"", ""容"", ""好"", ""物"", ""流"", ""好"", ""都"", ""好""]",质 量 好 内 容 好 物 流 好 都 好,"[{""类别"": ""图书音像"", ""类别ID"": 0}]","[{""aspect"": ""质量"", ""polarity"": 1}]"
图是很漂亮但版面太小看不清楚而且觉得也挺难的没有一定的基础做不出来。,"[""图是"", ""很漂亮"", ""版面"", ""太小"", ""看不清楚"", ""觉得"", ""挺"", ""难"", ""没有"", ""一定"", ""基础"", ""做"", ""不"", ""出来""]",图是 很漂亮 版面 太小 看不清楚 觉得 挺 难 没有 一定 基础 做 不 出来,"[""图"", ""很"", ""漂"", ""亮"", ""版"", ""面"", ""太"", ""小"", ""看"", ""不"", ""清"", ""楚"", ""觉"", ""挺"", ""难"", ""没"", ""定"", ""基"", ""础"", ""做"", ""不"", ""出""]",图 很 漂 亮 版 面 太 小 看 不 清 楚 觉 挺 难 没 定 基 础 做 不 出,"[{""类别"": ""图书音像"", ""类别ID"": 0}]","[{""aspect"": ""外观"", ""polarity"": 1}]"
既经济划算 又便捷 卓越 很好,"[""经济"", ""划算"", ""便捷"", ""卓越"", ""很"", ""好""]",经济 划算 便捷 卓越 很 好,"[""济"", ""划"", ""算"", ""便"", ""捷"", ""卓"", ""越"", ""很"", ""好""]",济 划 算 便 捷 卓 越 很 好,"[{""类别"": ""图书音像"", ""类别ID"": 0}]","[{""aspect"": ""价格"", ""polarity"": 1}]"
书的质量很好商家服务周到。,"[""书"", ""质量"", ""很"", ""好"", ""商家"", ""服务周到""]",书 质量 很 好 商家 服务周到,"[""书"", ""质"", ""量"", ""很"", ""好"", ""商"", ""家"", ""服"", ""务"", ""周""]",书 质 量 很 好 商 家 服 务 周,"[{""类别"": ""图书音像"", ""类别ID"": 0}]","[{""aspect"": ""质量"", ""polarity"": 1}]"
使用感觉还不错特别是刚洗完脸之后擦上去拍打两下感觉很清爽但买贵了说是有股蛋蛋的清香味我没闻出来坑爹的,"[""使用"", ""感觉"", ""还"", ""不错"", ""特别"", ""刚"", ""洗完"", ""脸"", ""之后"", ""擦上去"", ""拍打"", ""两下"", ""感觉"", ""很"", ""清爽"", ""买"", ""贵"", ""说"", ""股"", ""蛋蛋"", ""清香味"", ""没闻"", ""出来"", ""坑爹""]",使用 感觉 还 不错 特别 刚 洗完 脸 之后 擦上去 拍打 两下 感觉 很 清爽 买 贵 说 股 蛋蛋 清香味 没闻 出来 坑爹,"[""使"", ""感"", ""觉"", ""还"", ""不"", ""错"", ""特"", ""刚"", ""洗"", ""完"", ""脸"", ""后"", ""擦"", ""上"", ""去"", ""拍"", ""两"", ""下"", ""感"", ""觉"", ""很"", ""清"", ""爽"", ""买"", ""贵"", ""说"", ""股"", ""蛋"", ""蛋"", ""清"", ""香"", ""味"", ""没"", ""闻"", ""出"", ""坑"", ""爹""]",使 感 觉 还 不 错 特 刚 洗 完 脸 后 擦 上 去 拍 两 下 感 觉 很 清 爽 买 贵 说 股 蛋 蛋 清 香 味 没 闻 出 坑 爹,"[{""类别"": ""美妆个护"", ""类别ID"": 3}]","[{""aspect"": ""价格"", ""polarity"": 0}]"
千万别贪便宜买这一版的错别字能吓死你很多句子的标点不是漏掉就是不是地方纸张差劲排版不好都能原谅就是不能原谅有错别字奉劝诸位如果说之前看过红楼梦的一定要看好版本再买因为红楼梦有很多版本程甲本庚辰本梦稿本不要以为大同小异其实不同版本很多情节都不一样如果买来的是另一个版本到时候以为是很精彩的地方到另一个版本就不一样了苦不堪言啊。这本我就只好退掉因为我之前看的是梦稿本但是这本是庚辰本情节语句什么的很多不同的再多说一句在编者序里致谢的致写错了写成了志气的志我想如果连这个都能错这本书还有什么希望呢,"[""千万别"", ""贪便宜"", ""买"", ""一版"", ""错别字"", ""吓死"", ""很多"", ""句子"", ""标点"", ""不是"", ""漏掉"", ""是不是"", ""地方"", ""纸张"", ""差劲"", ""排版"", ""不好"", ""都"", ""原谅"", ""不能"", ""原谅"", ""错别字"", ""奉劝"", ""如果说"", ""之前"", ""看过"", ""红楼梦"", ""一定"", ""看好"", ""版本"", ""再"", ""买"", ""红楼梦"", ""很多"", ""版本"", ""程甲本"", ""庚辰"", ""本梦"", ""稿本"", ""不要"", ""以为"", ""大同小异"", ""其实"", ""不同"", ""版本"", ""很多"", ""情节"", ""都"", ""不"", ""买来"", ""版本"", ""到时候"", ""以为"", ""很"", ""精彩"", ""地方"", ""版本"", ""不"", ""苦不堪言"", ""这本"", ""只好"", ""退掉"", ""之前"", ""看"", ""梦"", ""稿本"", ""这本"", ""庚辰"", ""情节"", ""语句"", ""很多"", ""不同"", ""再"", ""说"", ""一句"", ""编者"", ""序里"", ""致谢"", ""致"", ""写错"", ""写成"", ""志气"", ""志"", ""想"", ""都"", ""错"", ""本书"", ""希望""]",千万别 贪便宜 买 一版 错别字 吓死 很多 句子 标点 不是 漏掉 是不是 地方 纸张 差劲 排版 不好 都 原谅 不能 原谅 错别字 奉劝 如果说 之前 看过 红楼梦 一定 看好 版本 再 买 红楼梦 很多 版本 程甲本 庚辰 本梦 稿本 不要 以为 大同小异 其实 不同 版本 很多 情节 都 不 买来 版本 到时候 以为 很 精彩 地方 版本 不 苦不堪言 这本 只好 退掉 之前 看 梦 稿本 这本 庚辰 情节 语句 很多 不同 再 说 一句 编者 序里 致谢 致 写错 写成 志气 志 想 都 错 本书 希望,"[""千"", ""万"", ""贪"", ""便"", ""宜"", ""买"", ""版"", ""错"", ""字"", ""死"", ""很"", ""句"", ""子"", ""标"", ""点"", ""不"", ""漏"", ""掉"", ""不"", ""方"", ""纸"", ""张"", ""差"", ""劲"", ""排"", ""版"", ""不"", ""好"", ""都"", ""原"", ""谅"", ""不"", ""原"", ""谅"", ""错"", ""字"", ""奉"", ""劝"", ""诸"", ""位"", ""果"", ""说"", ""前"", ""看"", ""红"", ""楼"", ""梦"", ""定"", ""看"", ""好"", ""版"", ""再"", ""买"", ""红"", ""楼"", ""梦"", ""很"", ""版"", ""程"", ""甲"", ""庚"", ""辰"", ""梦"", ""稿"", ""不"", ""大"", ""小"", ""异"", ""实"", ""不"", ""版"", ""很"", ""情"", ""节"", ""都"", ""不"", ""样"", ""果"", ""买"", ""版"", ""时"", ""候"", ""很"", ""精"", ""彩"", ""方"", ""版"", ""不"", ""样"", ""苦"", ""不"", ""堪"", ""言"", ""只"", ""好"", ""退"", ""掉"", ""前"", ""看"", ""梦"", ""稿"", ""庚"", ""辰"", ""情"", ""节"", ""语"", ""句"", ""什"", ""很"", ""不"", ""再"", ""说"", ""句"", ""编"", ""序"", ""里"", ""致"", ""谢"", ""致"", ""写"", ""错"", ""写"", ""成"", ""志"", ""气"", ""志"", ""想"", ""果"", ""都"", ""错"", ""书"", ""还"", ""什"", ""希""]",千 万 贪 便 宜 买 版 错 字 死 很 句 子 标 点 不 漏 掉 不 方 纸 张 差 劲 排 版 不 好 都 原 谅 不 原 谅 错 字 奉 劝 诸 位 果 说 前 看 红 楼 梦 定 看 好 版 再 买 红 楼 梦 很 版 程 甲 庚 辰 梦 稿 不 大 小 异 实 不 版 很 情 节 都 不 样 果 买 版 时 候 很 精 彩 方 版 不 样 苦 不 堪 言 只 好 退 掉 前 看 梦 稿 庚 辰 情 节 语 句 什 很 不 再 说 句 编 序 里 致 谢 致 写 错 写 成 志 气 志 想 果 都 错 书 还 什 希,"[{""类别"": ""图书音像"", ""类别ID"": 0}]","[{""aspect"": ""价格"", ""polarity"": 1}]"
